title,ministry,schemeCategory,description,beneficiaryState,npiMinistry,slug,tags,__typename
Incentive Scheme for MSMEs in Powerloom Sector: Waiver of Electricity Duty,,['Business & Entrepreneurship'],"“Waiver of Electricity Duty” incentives under the “Incentive Scheme for MSMEs in Powerloom Sector” scheme implemented by the Dept. of MSME & T, Government of West Bengal, aims to provide reimbursement of electricity duty on the electricity consumed for the manufacturing activity.
",,[],ismpswed,"['Powerloom', 'Waiver', 'Electricity Duty', 'Entrepreneurship', 'Subsidy', 'Reimbursement']",Search
"Scheme for Providing Employment Opportunities by Establishing Piggery, Sheep and Goat Units (General)",,"['Agriculture,Rural & Environment']","This scheme is a credit linked scheme with a primary objective of providing self-employment opportunities, the unemployed persons will be assisted by way of establishing Sheep or Goat Units (15 female+1 male) and Piggery Unit (10 female+1 male). ",,[],speoepsgug,"['Self-employment', 'Piggery Unit', 'Sheep Unit', 'Goat Unit', 'Animal Husbandry', 'Unemployed', 'Financial Assistance', 'Subsidy']",Search
Funeral Assistance- Haryana Silicosis Board,,['Social welfare & Empowerment'],"Under this scheme, financial assistance of ₹15,000/- is given to the dependent/nominee of a deceased worker, who was confirmed to have Silicosis by the Silicosis Diagnosis Board, Haryana, for performing the funerary rituals.",,[],fa-hsb,"['Funeral', 'Silicosis', 'Worker', 'Financial Assistance', 'Death']",Search
Subsidy for Disabled Young Professionals,,['Business & Entrepreneurship'],"Under this scheme, loans up to ₹25,00,000/- are provided to professionally educated unemployed disabled youth who fall under the OH, VH, HH, or MR categories, at different interest rates ranging from 4.5% to 8% per annum. ",,[],sdyp,"['Subsidy', 'Young Professional', 'PwD', 'Loan', 'Unemployed', 'Youth']",Search
Moovalur Ramamirtham Ammaiyar Ninaivu Marriage Assistance Scheme - II,,"['Social welfare & Empowerment', 'Women and Child']","The scheme ""Moovalur Ramamirtham Ammaiyar Ninaivu Marriage Assistance Scheme - II"" was launched by the Social Welfare and Nutritious Meal Programme Department, Government of Tamil Nadu. The scheme aims to assist poor parents in getting their daughters married & to promote education status. ",,[],mranmas-ii,"['Marriage', 'Financial Assistance', 'Daughter', 'Gold']",Search
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Ministry Of Minority Affairs,"['Education & Learning', 'Social welfare & Empowerment']","A scholarship scheme by the Ministry of Minority Affairs for students from minority communities pursuing technical and professional courses at undergraduate and postgraduate levels in a listed institute. A total of 60,000 scholarships are targeted to be distributed as ‘Fresh’ Scholarships.",,[],mcm-min,"['Student', 'Scholarship', 'Minority', 'Higher Education']",Search
Subsidy for Developing Business Premises for Persons with Disabilities,,['Business & Entrepreneurship'],"The scheme is implemented by the Haryana Backward Classes & Economically Weaker Sections Kalyan Nigam. Under this scheme, loans up to ₹3 lakh are provided to persons with disabilities to develop business premises on their own land & start self-employment activities.",,[],sdbppd,"['Subsidy', 'Business Premise', 'Disability', 'PwD', 'Loan', 'Self-employment']",Search
Micro Finance Scheme- Credit Line 1 for Minority Community,,"['Banking,Financial Services and Insurance', 'Business & Entrepreneurship']","The scheme is implemented by the Haryana Backward Classes and Economically Weaker Sections Kalyan Nigam. Under the scheme, small loans of ₹1,00,000/- are provided to members of SHGs, either directly or through the SHGs, to meet the needs of the poorest among the poor.",,[],mfs-cl1mc,"['Micro Finance', 'Credit Line', 'Minority Community', 'Loan', 'SHG']",Search
Old Age Samman Allowance,,['Social welfare & Empowerment'],"""Old Age Samman Allowance"" is a social security scheme implemented by the Department of Social Justice and Empowerment, Government of Haryana. The scheme provides a pension of ₹ 3000/month to senior citizens (60 years of age or older) who are unable to sustain themselves with their own resource",,[],oasas,"['Social Welfare', 'Financial Assistance', 'Social Security', 'Pension', 'Senior Citizen', 'Old Age']",Search
Micro Credit Finance under NSKFDC- Haryana,,"['Banking,Financial Services and Insurance', 'Business & Entrepreneurship']","Under this scheme, loan is provided to Safai Karamchari and their dependents for projects with a maximum cost up to ₹1,00,000/- per beneficiaries for small and petty trade/business and various income generating activities.",,[],mcfnskfdc-h,"['Micro Credit', 'NSKFDC', 'Safai Karamcharis', 'Loan', 'Self-employment', 'HSFDC']",Search
Mahila Adhikarita Yojana under NSKFDC- Haryana,,"['Business & Entrepreneurship', 'Women and Child']","Under this scheme, loan is provided to woman Safai Karamchari and their dependent daughters for projects with a maximum project cost of up to ₹2,00,000/- for small and petty trade/businesses, and various income-generating activities such as beauty parlors, boutiques, cosmetic shop, bangle shop, etc.",,[],maynskfdc-h,"['Mahila', 'Adhikarita', 'NSKFDC', 'Woman', 'Self-Employment', 'Loan', 'HSFDC', 'Safai Karamchari']",Search
Shilp Sampada Term Loan Scheme for Backward Classes- Haryana,,"['Banking,Financial Services and Insurance', 'Business & Entrepreneurship']","The scheme provides loans of up to ₹10,00,000/- to artisans & handicraft persons from backward classes to preserve traditional arts and crafts. The scheme also offers training to upgrade their existing skills with the latest technological inputs, such as the use of computers, CAD, etc.",,[],sstlsbc,"['Shilp Sampada', 'Term Loan', 'Backward Classes', 'Artisans', 'Handicraft']",Search
Vice Chancellor Internship Scheme,Ministry of Education,['Education & Learning'],"The Vice Chancellor Internship Scheme (VCIS) by the University of Delhi aims to provide students with experiential learning opportunities, integrating academic knowledge with practical work experience. This initiative aligns with the objectives of ""Samagra Shiksha"" (holistic education) as outlined..",,[],vcis,"['Education', 'Honorarium', 'Student', 'Undergraduate', 'Postgraduate']",Search
Permanent Disability/ Death Benefit for the Construction Workers,,['Social welfare & Empowerment'],"The ""Permanent Disability/ Death Benefit for the Construction Workers"" by the Sikkim BOCW Welfare Board, Labour Department, is a welfare scheme of the board that provides financial assistance is provided to the nominees/ dependents of a member, in case of his/her death or Permanent Disability.",,[],pddbftcw,"['Labour', 'Death Benefit', 'Construction Workers', 'Accidental Support', 'Financial Assistance', 'Permanent Disability', 'Divyang']",Search
 The West Bengal Incentive Scheme: Additional Incentive for Adventure Tour Operators,,['Business & Entrepreneurship'],"“Additional Incentive for Adventure Tour Operators” incentives under the “WBIS” scheme by the Dept. of Tourism, Government of West Bengal, aims to provide reimbursement incentives with SGST payments for purchasing tents, dinghies, adventure & sports equipment, and related accessories.",,[],wbisaito,"['Tourism', 'Incentives', 'Tour Operators', 'Tourism Units', 'Entrepreneurship', 'Subsidy', 'Reimbursement', 'Adventure']",Search
Piggery Farming Scheme (HSFDC),,"['Banking,Financial Services and Insurance', 'Business & Entrepreneurship']","Under this scheme, the Corporation provides loans/benefits to individuals from Below Poverty Line (BPL) families, whose annual family income does not exceed ₹1,80,000/-, in both rural and urban areas for self-employment income-generating activities such as piggery farming.",,[],pfs-hsfdc,"['Piggery Farming', 'HSFDC', 'Loan', 'BPL', 'Scheduled Caste', 'Self-employment', 'Subsidy']",Search
Kashyapa Scheme for Food & Shelter,,['Social welfare & Empowerment'],"The ""Kashyapa Scheme for Food & Shelter"" aims to help poor, orphan children, differently-abled individuals, widows, destitute women separated from their husbands, and elderly Brahmins with financial assistance for meeting their food and shelter expenses. This scheme covers 13 districts of the state.",,[],ksfs,"['Financial Assistance', 'Brahmin Community', 'Social Welfare']",Search
National Centre for Earth Science Studies Internship Scheme,Ministry Of Earth Sciences,['Education & Learning'],"The “National Centre for Earth Science Studies Internship” scheme by the Earth System Science Organization, Ministry of Earth Sciences, provides various opportunities for school as well as college students to familiarise and/or pursue research on different branches of earth sciences.",,[],ncessis,"['Internship', 'Student', 'Research Scholar', 'Post Graduation', 'Graduation', 'Training', 'Dissertation', 'NCESS', 'Research']",Search
Veda Vyasa Scheme for Vedic Education,,['Education & Learning'],"Andhra Pradesh Brahmin Welfare Corporation launched the “Veda Vyasa Scheme for Vedic Education” for the year 2019-20, to encourage Vedic Education in Andhra Pradesh.  Under this scheme, selected applicants will be granted Annual Financial Assistance. ",,[],vvsve,"['Financial Assistance', 'Brahmin Community', 'Student']",Search
Gayathri Scheme for Academic Excellence,,['Education & Learning'],"The ""Gayathri Scheme for Academic Excellence"" scheme aims to provide awards to the topper of the recognized and reputed School/ College/ Institute for his/her academic excellence in SSC/ Intermediate or equivalent/ Graduation/ Professional Education Course for the Academic year. ",,[],gsae,"['Financial Assistance', 'SSC', 'Brahmin', 'Education', 'Student']",Search
Lakshmir Bhandar Scheme,,"['Social welfare & Empowerment', 'Women and Child']","The ""Lakshmir Bhandar"" scheme is a flagship program to provide financial assistance to women from economically weaker sections of society, for the empowerment of women in the age group of 25-60 years, and enrolled in ‘Swasthya Sathi’.",,[],lbs-wb,"['Financial Asisstance', 'Social Welfare', 'Women', 'Lakshmir Bhandar']",Search
Skill Development Allowance Scheme,,"['Skills & Employment', 'Social welfare & Empowerment']","The Department of Labour & Employment, Government of Himachal Pradesh introduced a scheme of granting Skill Development Allowance to the unemployed youth aims at providing allowance to educated unemployed persons for their Skill upgradation. ",,[],sda2013,"['Skill Development Training', 'Unemployed Youth', 'Allowance', 'Employment Exchange']",Search
Bharati Scheme for Education - 1st Class to 5th Class ,,"['Education & Learning', 'Women and Child']","""The Bharati Scheme for Education - 1st Class to 5th Class"" encourages Brahmin students of Andhra Pradesh to continue their education.  Under this scheme, financial assistance for the academic year will be granted to eligible poor Brahmin student applicants.",,[],bse,"['Financial Assistance', 'Brahmin', 'Education', 'Student']",Search
Chief Minister Higher Education Encouragement Scholarship Scheme,,['Education & Learning'],"Under this scheme, scholarships are provided to encourage meritorious students pursuing graduation or post-graduation in government colleges. The scheme started with the distribution of scholarships to students enrolled in the 2023-24 academic session.",,[],cmheess,"['Higher Education', 'Encouragement', 'Scholarship', 'Student', 'Graduation', 'Post-graduation']",Search
